WKN;ARIVA_NAME;JAHR;JAHRES_UEBERSCHUSS;KGV
901876;batm_advanced_communications-aktie;2016;-1 ILA;-
901876;batm_advanced_communications-aktie;2017;0 ILA;-
901876;batm_advanced_communications-aktie;2018;0 ILA;-
901876;batm_advanced_communications-aktie;2019;4 ILA;-
901876;batm_advanced_communications-aktie;2020;10 ILA;-
901876;batm_advanced_communications-aktie;2021;14 ILA;-
901876;batm_advanced_communications-aktie;2022;-;-
606110;hms_bergbau-aktie;2016;0 €;139,83
606110;hms_bergbau-aktie;2017;1 €;87,44
606110;hms_bergbau-aktie;2018;1 €;54,55
606110;hms_bergbau-aktie;2019;1 €;136,43
606110;hms_bergbau-aktie;2020;3 €;33,13
606110;hms_bergbau-aktie;2021;3 €;29,44
606110;hms_bergbau-aktie;2022;-;-
A0DK5W;zwack_unicum-aktie;2016;1.694 HUF;21
A0DK5W;zwack_unicum-aktie;2017;2.226 HUF;15,30
A0DK5W;zwack_unicum-aktie;2018;2.204 HUF;15,60
A0DK5W;zwack_unicum-aktie;2019;2.623 HUF;13,20
A0DK5W;zwack_unicum-aktie;2020;1.696 HUF;19,40
A0DK5W;zwack_unicum-aktie;2021;1.436 HUF;23
A0DK5W;zwack_unicum-aktie;2022;-;-
549293;masterflex-aktie;2016;3 €;4,32
549293;masterflex-aktie;2017;4 €;3,89
549293;masterflex-aktie;2018;3 €;3,98
549293;masterflex-aktie;2019;3 €;3,35
549293;masterflex-aktie;2020;1 €;47,08
549293;masterflex-aktie;2021;3 €;80,75
549293;masterflex-aktie;2022;-;-
A0M530;audius_se-aktie;2016;0 €;-
A0M530;audius_se-aktie;2017;-1 €;-
A0M530;audius_se-aktie;2018;1 €;15,60
A0M530;audius_se-aktie;2019;1 €;16,70
A0M530;audius_se-aktie;2020;2 €;25,50
A0M530;audius_se-aktie;2021;3 €;25,10
A0M530;audius_se-aktie;2022;-;-
855288;renold_plc_ls_05-aktie;2016;5 GBX;-
855288;renold_plc_ls_05-aktie;2017;-2 GBX;-
855288;renold_plc_ls_05-aktie;2018;8 GBX;-
855288;renold_plc_ls_05-aktie;2019;2 GBX;-
855288;renold_plc_ls_05-aktie;2020;4 GBX;-
855288;renold_plc_ls_05-aktie;2021;10 GBX;4,68
855288;renold_plc_ls_05-aktie;2022;-;-
A2G9M1;capsensixx-aktie;2016;2 €;-
A2G9M1;capsensixx-aktie;2017;3 €;-
A2G9M1;capsensixx-aktie;2018;1 €;30,51
A2G9M1;capsensixx-aktie;2019;2 €;11,14
A2G9M1;capsensixx-aktie;2020;2 €;18,94
A2G9M1;capsensixx-aktie;2021;3 €;218,57
A2G9M1;capsensixx-aktie;2022;-;-
510480;syzygy-aktie;2016;5 €;29,01
510480;syzygy-aktie;2017;5 €;28
510480;syzygy-aktie;2018;5 €;21,11
510480;syzygy-aktie;2019;3 €;26,36
510480;syzygy-aktie;2020;2 €;38
510480;syzygy-aktie;2021;4 €;125,20
510480;syzygy-aktie;2022;-;-
633600;lewag_holding-aktie;2016;5 €;8,40
633600;lewag_holding-aktie;2017;5 €;14,10
633600;lewag_holding-aktie;2018;5 €;13
633600;lewag_holding-aktie;2019;6 €;13,10
633600;lewag_holding-aktie;2020;-2 €;-
633600;lewag_holding-aktie;2021;3 €;25,90
633600;lewag_holding-aktie;2022;-;-
A2E4MK;noratis-aktie;2016;4 €;-
A2E4MK;noratis-aktie;2017;9 €;10,17
A2E4MK;noratis-aktie;2018;9 €;8,58
A2E4MK;noratis-aktie;2019;9 €;9,03
A2E4MK;noratis-aktie;2020;3 €;31,03
A2E4MK;noratis-aktie;2021;9 €;9,92
A2E4MK;noratis-aktie;2022;-;-
520160;berentzen_gruppe_st-aktie;2016;4 €;-
520160;berentzen_gruppe_st-aktie;2017;3 €;-
520160;berentzen_gruppe_st-aktie;2018;5 €;-
520160;berentzen_gruppe_st-aktie;2019;5 €;-
520160;berentzen_gruppe_st-aktie;2020;1 €;-
520160;berentzen_gruppe_st-aktie;2021;4 €;-
520160;berentzen_gruppe_st-aktie;2022;-;-
696800;progress_werk_oberkirch-aktie;2016;10 €;12,99
696800;progress_werk_oberkirch-aktie;2017;10 €;14,25
696800;progress_werk_oberkirch-aktie;2018;7 €;11,31
696800;progress_werk_oberkirch-aktie;2019;9 €;8,53
696800;progress_werk_oberkirch-aktie;2020;-12 €;-5,11
696800;progress_werk_oberkirch-aktie;2021;15 €;88,33
696800;progress_werk_oberkirch-aktie;2022;-;-
576790;fernheizwerk_neukoelln-aktie;2016;7 €;12,70
576790;fernheizwerk_neukoelln-aktie;2017;7 €;13,60
576790;fernheizwerk_neukoelln-aktie;2018;6 €;15,20
576790;fernheizwerk_neukoelln-aktie;2019;7 €;15,80
576790;fernheizwerk_neukoelln-aktie;2020;7 €;15,20
576790;fernheizwerk_neukoelln-aktie;2021;6 €;18,70
576790;fernheizwerk_neukoelln-aktie;2022;-;-
A1A6WE;doccheck-aktie;2016;3 €;-
A1A6WE;doccheck-aktie;2017;2 €;-
A1A6WE;doccheck-aktie;2018;2 €;7,94
A1A6WE;doccheck-aktie;2019;3 €;14,60
A1A6WE;doccheck-aktie;2020;9 €;12,79
A1A6WE;doccheck-aktie;2021;11 €;13,61
A1A6WE;doccheck-aktie;2022;-;-
518160;weng_fine_art-aktie;2015;0 €;363,10
518160;weng_fine_art-aktie;2016;1 €;-
518160;weng_fine_art-aktie;2017;1 €;-
518160;weng_fine_art-aktie;2018;1 €;-
518160;weng_fine_art-aktie;2019;2 €;-
518160;weng_fine_art-aktie;2020;5 €;-
518160;weng_fine_art-aktie;2021;3 €;-
A1XEY8;rm_education-aktie;2017;13 GBX;-
A1XEY8;rm_education-aktie;2018;17 GBX;-
A1XEY8;rm_education-aktie;2019;19 GBX;-
A1XEY8;rm_education-aktie;2020;8 GBX;22,70
A1XEY8;rm_education-aktie;2021;4 GBX;45,60
A1XEY8;rm_education-aktie;2022;-;-
A1XEY8;rm_education-aktie;2023;-;-
721890;schwaelbchen_molkerei_jakob_berz-aktie;2016;3 €;11,80
721890;schwaelbchen_molkerei_jakob_berz-aktie;2017;3 €;15,40
721890;schwaelbchen_molkerei_jakob_berz-aktie;2018;3 €;14,20
721890;schwaelbchen_molkerei_jakob_berz-aktie;2019;3 €;18
721890;schwaelbchen_molkerei_jakob_berz-aktie;2020;-1 €;-
721890;schwaelbchen_molkerei_jakob_berz-aktie;2021;-1 €;-
721890;schwaelbchen_molkerei_jakob_berz-aktie;2022;-;-
A0MZ4B;delignit-aktie;2016;1 €;26,11
A0MZ4B;delignit-aktie;2017;2 €;26,71
A0MZ4B;delignit-aktie;2018;3 €;19,84
A0MZ4B;delignit-aktie;2019;1 €;31,53
A0MZ4B;delignit-aktie;2020;2 €;26,40
A0MZ4B;delignit-aktie;2021;2 €;32,59
A0MZ4B;delignit-aktie;2022;-;-
A0KD0F;muehlhan-aktie;2016;2 €;16,18
A0KD0F;muehlhan-aktie;2017;4 €;-
A0KD0F;muehlhan-aktie;2018;5 €;-
A0KD0F;muehlhan-aktie;2019;6 €;10,06
A0KD0F;muehlhan-aktie;2020;0 €;133
A0KD0F;muehlhan-aktie;2021;8 €;8,09
A0KD0F;muehlhan-aktie;2022;-;-
558000;dierig_holding-aktie;2016;3 €;16,88
558000;dierig_holding-aktie;2017;3 €;20,44
558000;dierig_holding-aktie;2018;3 €;21,07
558000;dierig_holding-aktie;2019;0 €;221,43
558000;dierig_holding-aktie;2020;4 €;12,20
558000;dierig_holding-aktie;2021;4 €;16,16
558000;dierig_holding-aktie;2022;-;-
A1W9NS;ferratum-aktie;2016;13 €;28,86
A1W9NS;ferratum-aktie;2017;20 €;32,78
A1W9NS;ferratum-aktie;2018;19 €;8,99
A1W9NS;ferratum-aktie;2019;24 €;8,55
A1W9NS;ferratum-aktie;2020;0 €;253
A1W9NS;ferratum-aktie;2021;-3 €;-31,92
A1W9NS;ferratum-aktie;2022;-;-
A2AAE2;sbf-aktie;2016;0 €;-
A2AAE2;sbf-aktie;2017;1 €;9,90
A2AAE2;sbf-aktie;2018;1 €;7,10
A2AAE2;sbf-aktie;2019;3 €;8,60
A2AAE2;sbf-aktie;2020;2 €;37,40
A2AAE2;sbf-aktie;2021;5 €;20,20
A2AAE2;sbf-aktie;2022;-;-
577410;fortec_elektronik-aktie;2017;4 €;12,99
577410;fortec_elektronik-aktie;2018;4 €;16,10
577410;fortec_elektronik-aktie;2019;6 €;12,11
577410;fortec_elektronik-aktie;2020;5 €;12,04
577410;fortec_elektronik-aktie;2021;4 €;14,96
577410;fortec_elektronik-aktie;2022;6 €;12,29
577410;fortec_elektronik-aktie;2023;-;-
677550;nordwest_handel-aktie;2016;5 €;9,40
677550;nordwest_handel-aktie;2017;4 €;11,80
677550;nordwest_handel-aktie;2018;5 €;10,20
677550;nordwest_handel-aktie;2019;8 €;9,40
677550;nordwest_handel-aktie;2020;6 €;9,80
677550;nordwest_handel-aktie;2021;9 €;8,80
677550;nordwest_handel-aktie;2022;-;-
522877;orbis-aktie;2016;2 €;23
522877;orbis-aktie;2017;2 €;25,30
522877;orbis-aktie;2018;2 €;19,20
522877;orbis-aktie;2019;2 €;31,40
522877;orbis-aktie;2020;2 €;30,60
522877;orbis-aktie;2021;2 €;30,60
522877;orbis-aktie;2022;-;-
A0LBFE;mevis_medical_solutions-aktie;2017;6 €;12,81
A0LBFE;mevis_medical_solutions-aktie;2018;7 €;8,63
A0LBFE;mevis_medical_solutions-aktie;2019;8 €;6,55
A0LBFE;mevis_medical_solutions-aktie;2020;6 €;10,32
A0LBFE;mevis_medical_solutions-aktie;2021;5 €;12,80
A0LBFE;mevis_medical_solutions-aktie;2022;8 €;7,85
A0LBFE;mevis_medical_solutions-aktie;2023;-;-
A0EQ57;helma_eigenheimbau-aktie;2016;13 €;15,42
A0EQ57;helma_eigenheimbau-aktie;2017;13 €;13,57
A0EQ57;helma_eigenheimbau-aktie;2018;14 €;9,35
A0EQ57;helma_eigenheimbau-aktie;2019;16 €;10,40
A0EQ57;helma_eigenheimbau-aktie;2020;15 €;10,78
A0EQ57;helma_eigenheimbau-aktie;2021;19 €;13,86
A0EQ57;helma_eigenheimbau-aktie;2022;-;-
A12AGY;a_h_t_syngas_technology-aktie;2015;-;-
A12AGY;a_h_t_syngas_technology-aktie;2016;0 €;-
A12AGY;a_h_t_syngas_technology-aktie;2017;0 €;-
A12AGY;a_h_t_syngas_technology-aktie;2018;0 €;18,20
A12AGY;a_h_t_syngas_technology-aktie;2019;0 €;12,90
A12AGY;a_h_t_syngas_technology-aktie;2020;0 €;306,30
A12AGY;a_h_t_syngas_technology-aktie;2021;-;-
A3CMGM;apontis_pharma-aktie;2016;-;-
A3CMGM;apontis_pharma-aktie;2017;-;-
A3CMGM;apontis_pharma-aktie;2018;-;-
A3CMGM;apontis_pharma-aktie;2019;-2 €;-
A3CMGM;apontis_pharma-aktie;2020;-1 €;-
A3CMGM;apontis_pharma-aktie;2021;-1 €;-222,22
A3CMGM;apontis_pharma-aktie;2022;-;-
A289VV;haemato-aktie;2016;11 €;12,20
A289VV;haemato-aktie;2017;7 €;15,80
A289VV;haemato-aktie;2018;6 €;17,20
A289VV;haemato-aktie;2019;-1 €;-
A289VV;haemato-aktie;2020;-5 €;-
A289VV;haemato-aktie;2021;7 €;17,70
A289VV;haemato-aktie;2022;-;-
701600;wasgau-aktie;2015;3 €;27,10
701600;wasgau-aktie;2016;8 €;11,30
701600;wasgau-aktie;2017;6 €;21,10
701600;wasgau-aktie;2018;3 €;36,20
701600;wasgau-aktie;2019;3 €;37,20
701600;wasgau-aktie;2020;9 €;10,10
701600;wasgau-aktie;2021;8 €;12,10
A0JDBC;limes_schlosskliniken-aktie;2016;-;-
A0JDBC;limes_schlosskliniken-aktie;2017;-1 €;-
A0JDBC;limes_schlosskliniken-aktie;2018;-1 €;-
A0JDBC;limes_schlosskliniken-aktie;2019;-1 €;-32,03
A0JDBC;limes_schlosskliniken-aktie;2020;-1 €;-43,04
A0JDBC;limes_schlosskliniken-aktie;2021;4 €;15,32
A0JDBC;limes_schlosskliniken-aktie;2022;-;-
LS1LUS;lang_schwarz-aktie;2016;5 €;-
LS1LUS;lang_schwarz-aktie;2017;8 €;-
LS1LUS;lang_schwarz-aktie;2018;0 €;-
LS1LUS;lang_schwarz-aktie;2019;1 €;-
LS1LUS;lang_schwarz-aktie;2020;11 €;-
LS1LUS;lang_schwarz-aktie;2021;21 €;36,80
LS1LUS;lang_schwarz-aktie;2022;-;-
661403;mineralbrunnen_ueberkingen_vz-aktie;2016;4 €;13,40
661403;mineralbrunnen_ueberkingen_vz-aktie;2017;9 €;7,90
661403;mineralbrunnen_ueberkingen_vz-aktie;2018;11 €;11,40
661403;mineralbrunnen_ueberkingen_vz-aktie;2019;18 €;10,40
661403;mineralbrunnen_ueberkingen_vz-aktie;2020;3 €;27,30
661403;mineralbrunnen_ueberkingen_vz-aktie;2021;6 €;15,20
661403;mineralbrunnen_ueberkingen_vz-aktie;2022;-;-
784686;viscom-aktie;2016;7 €;16,56
784686;viscom-aktie;2017;9 €;29,17
784686;viscom-aktie;2018;8 €;15,40
784686;viscom-aktie;2019;3 €;26,31
784686;viscom-aktie;2020;-4 €;-19,55
784686;viscom-aktie;2021;3 €;705
784686;viscom-aktie;2022;-;-
694280;scherzer_co-aktie;2016;4 €;13,94
694280;scherzer_co-aktie;2017;8 €;10
694280;scherzer_co-aktie;2018;-1 €;-77,67
694280;scherzer_co-aktie;2019;-2 €;-27,50
694280;scherzer_co-aktie;2020;13 €;5,67
694280;scherzer_co-aktie;2021;12 €;8,10
694280;scherzer_co-aktie;2022;-;-
856244;diebold-aktie;2016;-33 €;-54,39
856244;diebold-aktie;2017;-233 €;-4,49
856244;diebold-aktie;2018;-569 €;-0,30
856244;diebold-aktie;2019;-341 €;-2,20
856244;diebold-aktie;2020;-269 €;-2,50
856244;diebold-aktie;2021;-79 €;-7,53
856244;diebold-aktie;2022;-;-
576550;sino-aktie;2016;1 €;20,80
576550;sino-aktie;2017;2 €;6,20
576550;sino-aktie;2018;-1 €;-
576550;sino-aktie;2019;-2 €;-
576550;sino-aktie;2020;14 €;2,60
576550;sino-aktie;2021;139 €;1,50
576550;sino-aktie;2022;-;-
A0NK3W;sparta-aktie;2015;10 €;6,20
A0NK3W;sparta-aktie;2016;6 €;14,70
A0NK3W;sparta-aktie;2017;17 €;6,50
A0NK3W;sparta-aktie;2018;-1 €;-
A0NK3W;sparta-aktie;2019;0 €;177,70
A0NK3W;sparta-aktie;2020;16 €;6,50
A0NK3W;sparta-aktie;2021;-1 €;-
812820;dialight-aktie;2016;-3 GBX;-
812820;dialight-aktie;2017;1 GBX;1,52
812820;dialight-aktie;2018;5 GBX;0,25
812820;dialight-aktie;2019;-16 GBX;-5,33
812820;dialight-aktie;2020;-8 GBX;-11
812820;dialight-aktie;2021;0 GBX;-
812820;dialight-aktie;2022;-;-
A16123;ekotechnika-aktie;2017;9 €;2,50
A16123;ekotechnika-aktie;2018;5 €;7,70
A16123;ekotechnika-aktie;2019;7 €;-
A16123;ekotechnika-aktie;2020;2 €;-
A16123;ekotechnika-aktie;2021;14 €;-
A16123;ekotechnika-aktie;2022;26 €;-
A16123;ekotechnika-aktie;2023;-;-
A0M6P5;pannergy_nyrt-aktie;2015;78 HUF;84,10
A0M6P5;pannergy_nyrt-aktie;2016;-151 HUF;-
A0M6P5;pannergy_nyrt-aktie;2017;488 HUF;26,70
A0M6P5;pannergy_nyrt-aktie;2018;434 HUF;32,20
A0M6P5;pannergy_nyrt-aktie;2019;728 HUF;18,10
A0M6P5;pannergy_nyrt-aktie;2020;236 HUF;54,20
A0M6P5;pannergy_nyrt-aktie;2021;-;-
A289V0;mph_health_care-aktie;2016;80 €;2
A289V0;mph_health_care-aktie;2017;32 €;5
A289V0;mph_health_care-aktie;2018;37 €;4,30
A289V0;mph_health_care-aktie;2019;11 €;15,20
A289V0;mph_health_care-aktie;2020;-70 €;-
A289V0;mph_health_care-aktie;2021;-9 €;-
A289V0;mph_health_care-aktie;2022;-;-
517800;softing-aktie;2016;6 €;20,40
517800;softing-aktie;2017;1 €;123,65
517800;softing-aktie;2018;3 €;17,62
517800;softing-aktie;2019;3 €;25,23
517800;softing-aktie;2020;-5 €;-10,23
517800;softing-aktie;2021;0 €;-237,33
517800;softing-aktie;2022;-;-
621468;mueller_die_lila_logistik-aktie;2016;3 €;20,67
621468;mueller_die_lila_logistik-aktie;2017;2 €;27,88
621468;mueller_die_lila_logistik-aktie;2018;1 €;35,31
621468;mueller_die_lila_logistik-aktie;2019;7 €;9,59
621468;mueller_die_lila_logistik-aktie;2020;1 €;33,75
621468;mueller_die_lila_logistik-aktie;2021;10 €;4,61
621468;mueller_die_lila_logistik-aktie;2022;-;-
121806;finlab-aktie;2016;14 €;4,68
121806;finlab-aktie;2017;14 €;9,01
121806;finlab-aktie;2018;17 €;4,43
121806;finlab-aktie;2019;40 €;1,99
121806;finlab-aktie;2020;6 €;18,60
121806;finlab-aktie;2021;0 €;-350
121806;finlab-aktie;2022;-;-
A0L1NN;heliad_equity_partners-aktie;2016;-22 €;-
A0L1NN;heliad_equity_partners-aktie;2017;39 €;-
A0L1NN;heliad_equity_partners-aktie;2018;-57 €;-
A0L1NN;heliad_equity_partners-aktie;2019;11 €;-
A0L1NN;heliad_equity_partners-aktie;2020;57 €;-
A0L1NN;heliad_equity_partners-aktie;2021;17 €;-
A0L1NN;heliad_equity_partners-aktie;2022;-;-
750100;ttl_beteiligungs_und_grundbesitz-aktie;2016;0 €;-48,06
750100;ttl_beteiligungs_und_grundbesitz-aktie;2017;1 €;-
750100;ttl_beteiligungs_und_grundbesitz-aktie;2018;3 €;-
750100;ttl_beteiligungs_und_grundbesitz-aktie;2019;5 €;16,27
750100;ttl_beteiligungs_und_grundbesitz-aktie;2020;3 €;21,17
750100;ttl_beteiligungs_und_grundbesitz-aktie;2021;2 €;37,43
750100;ttl_beteiligungs_und_grundbesitz-aktie;2022;-;-
A1CT6Y;supergroup-aktie;2016;66 GBX;-
A1CT6Y;supergroup-aktie;2017;51 GBX;-
A1CT6Y;supergroup-aktie;2018;-102 GBX;-
A1CT6Y;supergroup-aktie;2019;-143 GBX;-
A1CT6Y;supergroup-aktie;2020;-36 GBX;-
A1CT6Y;supergroup-aktie;2021;26 GBX;10,41
A1CT6Y;supergroup-aktie;2022;-;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2016;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2017;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2018;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2019;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2020;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2021;0 €;-
528000;bbi_buergerliches_brauhaus_immobilien-aktie;2022;-;-
540888;leoni-aktie;2016;10 €;112,82
540888;leoni-aktie;2017;145 €;14,05
540888;leoni-aktie;2018;76 €;13,11
540888;leoni-aktie;2019;-435 €;-0,78
540888;leoni-aktie;2020;-330 €;-0,66
540888;leoni-aktie;2021;-48 €;-6,79
540888;leoni-aktie;2022;-;-
A2TSU2;wild_bunch-aktie;2015;-7 €;-
A2TSU2;wild_bunch-aktie;2016;0 €;50
A2TSU2;wild_bunch-aktie;2017;-6 €;-
A2TSU2;wild_bunch-aktie;2018;-13 €;-
A2TSU2;wild_bunch-aktie;2019;-12 €;-
A2TSU2;wild_bunch-aktie;2020;-76 €;-
A2TSU2;wild_bunch-aktie;2021;-16 €;-
A1TNMM;centrotherm_international-aktie;2016;-6 €;-
A1TNMM;centrotherm_international-aktie;2017;12 €;3,60
A1TNMM;centrotherm_international-aktie;2018;2 €;20
A1TNMM;centrotherm_international-aktie;2019;-15 €;-
A1TNMM;centrotherm_international-aktie;2020;-11 €;-
A1TNMM;centrotherm_international-aktie;2021;12 €;9,10
A1TNMM;centrotherm_international-aktie;2022;-;-
A161NR;the_naga_group-aktie;2016;-7 €;-
A161NR;the_naga_group-aktie;2017;-2 €;-177,67
A161NR;the_naga_group-aktie;2018;-4 €;-20,32
A161NR;the_naga_group-aktie;2019;-12 €;-1,84
A161NR;the_naga_group-aktie;2020;1 €;134,67
A161NR;the_naga_group-aktie;2021;-11 €;-36,43
A161NR;the_naga_group-aktie;2022;-;-
A0JKWU;petro_welt_technologies-aktie;2016;25 €;13,45
A0JKWU;petro_welt_technologies-aktie;2017;31 €;10,62
A0JKWU;petro_welt_technologies-aktie;2018;11 €;23,36
A0JKWU;petro_welt_technologies-aktie;2019;5 €;30,64
A0JKWU;petro_welt_technologies-aktie;2020;7 €;15
A0JKWU;petro_welt_technologies-aktie;2021;3 €;55,25
A0JKWU;petro_welt_technologies-aktie;2022;-;-
A2PAFJ;cabcharge_austrla_ord-aktie;2016;26 AU$;13,80
A2PAFJ;cabcharge_austrla_ord-aktie;2017;-91 AU$;-
A2PAFJ;cabcharge_austrla_ord-aktie;2018;-2 AU$;-
A2PAFJ;cabcharge_austrla_ord-aktie;2019;12 AU$;18,10
A2PAFJ;cabcharge_austrla_ord-aktie;2020;-24 AU$;-
A2PAFJ;cabcharge_austrla_ord-aktie;2021;-18 AU$;-
A2PAFJ;cabcharge_austrla_ord-aktie;2022;-;-
A1CWVZ;pharos_energy_plc-aktie;2015;-34 $;-
A1CWVZ;pharos_energy_plc-aktie;2016;-18 $;-
A1CWVZ;pharos_energy_plc-aktie;2017;-157 $;-
A1CWVZ;pharos_energy_plc-aktie;2018;28 $;8,20
A1CWVZ;pharos_energy_plc-aktie;2019;-25 $;-
A1CWVZ;pharos_energy_plc-aktie;2020;-216 $;-
A1CWVZ;pharos_energy_plc-aktie;2021;-;-
A1MME7;netfonds-aktie;2016;1 €;-
A1MME7;netfonds-aktie;2017;1 €;-
A1MME7;netfonds-aktie;2018;-1 €;-
A1MME7;netfonds-aktie;2019;0 €;-
A1MME7;netfonds-aktie;2020;0 €;-
A1MME7;netfonds-aktie;2021;9 €;-
A1MME7;netfonds-aktie;2022;-;-
626538;tribal_group-aktie;2016;-1 GBX;-
626538;tribal_group-aktie;2017;3 GBX;-
626538;tribal_group-aktie;2018;4 GBX;-
626538;tribal_group-aktie;2019;-3 GBX;-
626538;tribal_group-aktie;2020;6 GBX;-
626538;tribal_group-aktie;2021;7 GBX;38
626538;tribal_group-aktie;2022;-;-
763793;nebag-aktie;2016;10 CHF;8,94
763793;nebag-aktie;2017;12 CHF;8,58
763793;nebag-aktie;2018;1 CHF;66,67
763793;nebag-aktie;2019;6 CHF;14,37
763793;nebag-aktie;2020;-4 CHF;-23,12
763793;nebag-aktie;2021;7 CHF;11,39
763793;nebag-aktie;2022;-;-
A2LQ2D;029_group_se-aktie;2016;-;-
A2LQ2D;029_group_se-aktie;2017;-;-
A2LQ2D;029_group_se-aktie;2018;-;-
A2LQ2D;029_group_se-aktie;2019;-;-
A2LQ2D;029_group_se-aktie;2020;-;-
A2LQ2D;029_group_se-aktie;2021;0 €;-
A2LQ2D;029_group_se-aktie;2022;-;-
657800;khd_humboldt_wedag_international-aktie;2016;-29 €;-
657800;khd_humboldt_wedag_international-aktie;2017;-19 €;-
657800;khd_humboldt_wedag_international-aktie;2018;-25 €;-
657800;khd_humboldt_wedag_international-aktie;2019;-19 €;-
657800;khd_humboldt_wedag_international-aktie;2020;-8 €;-
657800;khd_humboldt_wedag_international-aktie;2021;-1 €;-
657800;khd_humboldt_wedag_international-aktie;2022;-;-
A0KFCC;graphisoft_park-aktie;2015;3 €;28,40
A0KFCC;graphisoft_park-aktie;2016;3 €;30,70
A0KFCC;graphisoft_park-aktie;2017;4 €;4,30
A0KFCC;graphisoft_park-aktie;2018;15 €;7,10
A0KFCC;graphisoft_park-aktie;2019;16 €;9,10
A0KFCC;graphisoft_park-aktie;2020;-14 €;-
A0KFCC;graphisoft_park-aktie;2021;-;-
A16820;shareholder_value_beteiligungen-aktie;2016;10 €;5,99
A16820;shareholder_value_beteiligungen-aktie;2017;19 €;4,75
A16820;shareholder_value_beteiligungen-aktie;2018;-8 €;-8,42
A16820;shareholder_value_beteiligungen-aktie;2019;4 €;18,35
A16820;shareholder_value_beteiligungen-aktie;2020;0 €;419,57
A16820;shareholder_value_beteiligungen-aktie;2021;38 €;2,62
A16820;shareholder_value_beteiligungen-aktie;2022;-;-
A3C7M8;easymotionskin_tec-aktie;2015;-;-
A3C7M8;easymotionskin_tec-aktie;2016;-;-
A3C7M8;easymotionskin_tec-aktie;2017;-;-
A3C7M8;easymotionskin_tec-aktie;2018;-;-
A3C7M8;easymotionskin_tec-aktie;2019;0 CHF;-
A3C7M8;easymotionskin_tec-aktie;2020;4 CHF;-
A3C7M8;easymotionskin_tec-aktie;2021;-;-
553860;dvs_technology-aktie;2016;3 €;44,52
553860;dvs_technology-aktie;2017;2 €;-
553860;dvs_technology-aktie;2018;6 €;15,04
553860;dvs_technology-aktie;2019;5 €;28,39
553860;dvs_technology-aktie;2020;-3 €;-58,62
553860;dvs_technology-aktie;2021;-9 €;-18,09
553860;dvs_technology-aktie;2022;-;-
A2AFKR;zueblin_immobilien_holding-aktie;2016;30 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2017;-29 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2018;6 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2019;5 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2020;4 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2021;6 CHF;-
A2AFKR;zueblin_immobilien_holding-aktie;2022;-;-
A0M7HE;npc_incorporated-aktie;2015;562 ¥;13,60
A0M7HE;npc_incorporated-aktie;2016;-123 ¥;-
A0M7HE;npc_incorporated-aktie;2017;283 ¥;17,90
A0M7HE;npc_incorporated-aktie;2018;411 ¥;18,40
A0M7HE;npc_incorporated-aktie;2019;681 ¥;10,50
A0M7HE;npc_incorporated-aktie;2020;749 ¥;11,70
A0M7HE;npc_incorporated-aktie;2021;-;39,20
604611;biofrontera-aktie;2016;-11 €;-12,59
604611;biofrontera-aktie;2017;-16 €;-10,96
604611;biofrontera-aktie;2018;-9 €;-25,15
604611;biofrontera-aktie;2019;-8 €;-27,44
604611;biofrontera-aktie;2020;-13 €;-10,31
604611;biofrontera-aktie;2021;38 €;2,21
604611;biofrontera-aktie;2022;-;-
A2G8X3;serviceware-aktie;2017;5 €;-
A2G8X3;serviceware-aktie;2018;-1 €;-184,50
A2G8X3;serviceware-aktie;2019;-1 €;-132,84
A2G8X3;serviceware-aktie;2020;-2 €;-93
A2G8X3;serviceware-aktie;2021;-2 €;-86
A2G8X3;serviceware-aktie;2022;-;-
A2G8X3;serviceware-aktie;2023;-;-
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2016;-4 GBX;-
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2017;22 GBX;-
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2018;-26 GBX;-
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2019;-121 GBX;-
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2020;-203 GBX;-0,45
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2021;-26 GBX;-4,39
A2PXPB;capital_2b_regional_gb00bl6xz716-aktie;2022;12 GBX;9,64
A2QKU6;cig_pannonia_life_insurance-aktie;2015;928 HUF;9,70
A2QKU6;cig_pannonia_life_insurance-aktie;2016;724 HUF;18,50
A2QKU6;cig_pannonia_life_insurance-aktie;2017;2.598 HUF;12
A2QKU6;cig_pannonia_life_insurance-aktie;2018;2.055 HUF;-
A2QKU6;cig_pannonia_life_insurance-aktie;2019;-1.572 HUF;-
